Geneid	S38.fastq.gz	S37.fastq.gz	S35.fastq.gz	S32.fastq.gz	S31.fastq.gz	S29.fastq.gz	S26.fastq.gz	S25.fastq.gz	S23.fastq.gz	S20prime.fastq.gz	S20.fastq.gz	S19.fastq.gz	S16.fastq.gz	S15.fastq.gz	S12.fastq.gz	S11.fastq.gz	S8.fastq.gz	S7.fastq.gz	S4.fastq.gz	S3.fastq.gz
GWK60_J09163	4913	4699	4376	4891	9190	6213	9757	3834	8517	8358	6596	5172	7261	5048	7128	9129	3345	6767	2793	2230
GWK60_J09185	1304	1511	2096	2765	4395	3106	4919	1930	3762	3168	2442	1758	2409	1557	1963	2666	850	1815	821	648
GWK60_J09207	1156	1424	1995	2260	3740	2631	4798	1751	3632	3283	2519	1931	2554	1619	2291	2522	885	1462	707	463
GWK60_J09229	548	428	1335	1376	2148	1521	2703	965	1627	1166	913	640	796	479	742	663	222	421	136	117
GWK60_J09251	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
GWK60_J09273	665	696	256	206	149	190	351	140	143	91	67	38	60	25	31	57	88	99	362	292
GWK60_J09295	92	94	113	131	121	101	170	72	78	39	37	20	12	12	15	15	26	39	89	76
GWK60_J09317	1231	1120	586	521	606	682	1179	397	677	565	443	374	447	299	499	596	343	495	681	526
GWK60_J09339	630	627	1023	985	1302	1263	2122	754	1459	1118	905	657	827	512	552	631	248	368	326	304
GWK60_J09361	1072	1034	1074	856	984	966	1677	604	1258	871	666	507	705	425	713	860	462	769	678	575
GWK60_J09383	402	445	759	811	1247	1069	1128	585	991	778	644	394	552	380	440	737	245	521	235	240
GWK60_J09405	107	99	177	186	284	267	186	126	248	188	148	97	109	82	121	142	56	133	57	42
GWK60_J09427	3023	2846	767	558	651	706	687	420	486	311	219	146	167	96	189	223	400	560	2130	1736
GWK60_J09449	464	434	427	341	418	394	664	246	459	324	264	168	211	135	196	263	182	238	308	203
GWK60_J09471	239	238	253	256	320	372	600	264	493	387	302	239	298	216	255	278	122	198	120	90
GWK60_J09493	243	169	335	304	534	442	471	173	306	216	200	105	169	97	175	164	61	124	107	96
GWK60_J09515	119	184	413	376	1028	679	59	308	555	468	397	95	185	124	64	234	45	255	166	105
GWK60_J09537	1076	1070	516	614	701	712	1272	390	933	1288	1003	772	1173	672	935	1105	451	782	501	384
GWK60_J09559	1554	1379	334	335	223	259	412	148	170	56	55	60	35	19	53	53	160	182	865	679
GWK60_J09581	276	232	195	166	221	184	335	130	167	194	150	110	161	84	232	224	120	210	140	123
GWK60_J09603	975	1074	248	290	389	320	547	266	582	606	476	399	607	426	956	1090	442	845	564	521
GWK60_J09625	2962	3064	7925	9686	22804	13333	16691	7865	15233	13180	10066	7499	10188	7201	7637	9618	1874	3634	967	714
GWK60_J09647	369	401	347	384	632	454	818	273	654	568	501	376	498	300	503	594	218	383	239	173
GWK60_J09669	1018	906	692	623	775	667	1408	521	967	1485	1073	818	1435	763	1041	1140	517	785	433	479
GWK60_J09691	792	770	919	1092	1446	1180	2083	727	1554	1423	1097	817	1112	692	1091	1242	479	789	435	346
GWK60_J09713	7883	7475	12271	14757	24875	16325	19499	9534	18487	16924	13208	8677	11495	7828	6483	9307	2777	5187	2079	1553
GWK60_J09735	7312	5940	5387	3216	6169	3332	5496	2400	5585	4423	3464	2836	4540	3105	5174	5497	2594	3965	4621	3795
GWK60_J09757	807	196	234	257	194	288	483	198	344	315	205	198	234	137	234	265	54	129	69	69
GWK60_J09779	4822	3811	2123	1834	1818	1676	1756	751	832	713	496	363	391	302	788	1198	1903	3531	2360	2092
GWK60_J09801	101	106	39	38	104	69	48	30	58	113	106	42	108	81	64	102	40	129	78	60
GWK60_J09823	1465	1253	235	257	231	330	339	168	232	110	67	56	55	38	43	75	139	180	826	651
GWK60_J09845	3037	2484	503	386	232	392	521	219	186	86	60	49	36	35	69	54	283	280	1679	1196
GWK60_J09867	560	543	485	460	601	531	941	311	674	529	451	343	417	294	400	467	259	355	287	212
GWK60_J09889	1110	1159	841	575	1063	745	1456	555	1312	1449	1201	773	1423	807	838	1076	425	764	641	453
GWK60_J09911	277	298	744	666	1728	1134	418	723	1026	762	556	186	331	177	152	240	80	266	195	142
GWK60_J09933	598	514	867	640	894	663	808	347	671	430	337	251	397	275	405	471	178	344	359	294
GWK60_J09955	31263	25806	1843	901	618	1091	1664	720	652	519	394	367	462	411	3392	3820	6956	9192	20246	17000
GWK60_J09977	1131	996	235	219	231	242	558	177	343	470	471	329	611	315	730	731	423	771	698	589
GWK60_J09999	5240	4951	4167	4718	7471	5455	10136	4059	8037	7853	6143	4915	6567	4417	5299	6408	2239	3646	2532	2052
GWK60_J10021	319	314	209	289	432	225	234	144	304	204	172	140	96	78	141	188	128	171	226	166
GWK60_J10043	651	600	264	323	396	438	739	255	577	691	611	505	617	357	453	514	254	333	300	266
GWK60_J10065	1323	1205	178	153	128	165	213	92	108	33	28	25	10	16	28	21	77	91	787	603
GWK60_J10087	533	457	834	752	806	891	1596	513	800	537	494	332	416	259	357	426	218	366	343	272
GWK60_J10109	316	287	383	449	541	468	720	250	507	368	291	188	237	166	332	402	588	854	281	275
GWK60_J10131	773	697	580	379	697	647	1012	491	779	1197	933	703	894	558	710	901	345	599	374	320
GWK60_J10153	723	753	397	378	494	399	772	255	455	372	300	247	274	176	396	426	246	428	404	277
GWK60_J10175	1253	1235	371	320	338	311	679	243	322	200	151	114	150	93	213	243	261	389	702	583
GWK60_J10197	25033	22125	2851	1499	806	1672	2832	961	874	515	423	390	453	382	2995	2870	5292	6978	16365	13139
GWK60_J10219	4561	3754	2316	2273	2715	2806	4804	1800	3232	2597	1955	1549	1819	1158	2137	2365	1469	2278	2817	2316
GWK60_J10241	400	388	272	274	356	312	700	211	461	350	303	293	371	203	331	385	171	254	207	150
GWK60_J10263	839	748	1395	1492	2107	1639	3632	1312	2300	1936	1501	1123	1550	992	1390	1487	514	833	354	302
GWK60_J10285	418	418	527	445	587	587	899	301	575	523	392	287	407	272	392	515	244	355	263	211
GWK60_J10307	460	520	1542	1202	2086	1514	2773	992	1341	1271	988	657	942	533	891	911	300	540	87	67
GWK60_J10329	643	596	703	551	732	692	1359	478	829	694	544	434	518	359	468	467	225	395	321	249
GWK60_J10351	263	243	471	425	702	551	796	356	561	416	349	312	324	189	221	224	82	128	103	69
GWK60_J10373	254	217	234	255	366	245	595	194	328	292	201	172	227	152	228	264	119	207	133	90
GWK60_J10395	1726	1507	1192	1234	1534	1414	2434	984	1815	1545	1257	929	1253	814	1317	1684	867	1336	1129	920
GWK60_J10417	360	345	153	196	316	178	305	142	243	212	209	178	214	125	229	289	138	227	218	172
GWK60_J10439	419	383	262	177	363	219	528	191	460	363	310	265	438	247	383	423	201	320	216	195
GWK60_J10461	975	909	1133	874	967	1032	2076	706	1171	761	697	537	725	432	669	731	390	590	632	505
GWK60_J10483	1285	1169	1320	1246	1946	1397	2643	900	1696	1312	1066	781	1044	607	872	933	383	586	559	411
GWK60_J10505	8	12	4	6	7	6	22	4	7	4	9	2	8	5	7	4	2	4	15	6
GWK60_J10527	334	337	542	531	797	609	1255	465	792	612	493	381	513	333	458	493	169	271	210	123
GWK60_J10549	2301	2101	2485	2617	3472	2980	5209	1963	3717	3216	2570	2025	2485	1563	1887	2373	863	1403	1200	862
GWK60_J10571	899	815	1144	1093	1344	1160	2319	777	1520	1147	1040	701	962	598	1081	1086	552	808	575	434
GWK60_J10593	1447	1114	620	591	627	613	931	309	442	261	222	129	167	108	195	188	209	348	1043	742
GWK60_J10615	1050	935	762	828	832	899	1428	481	959	679	471	428	448	305	529	572	348	571	703	522
GWK60_J10637	1957	1080	1027	748	1270	1153	1845	814	1424	1196	927	785	1007	603	1294	1330	503	915	630	508
GWK60_J10659	66	42	41	50	57	53	86	36	47	42	27	13	22	21	26	31	11	24	24	10
GWK60_J10681	1987	1717	374	242	213	247	455	165	148	82	61	44	41	24	33	45	177	167	1050	875
GWK60_J10703	1243	1050	233	165	136	199	272	102	75	23	24	13	17	10	10	20	99	96	611	515
GWK60_J10725	674	683	824	833	909	1014	1686	583	980	789	685	471	650	369	567	610	335	503	429	337
GWK60_J10747	812	768	601	590	694	696	1025	457	806	582	430	373	407	270	364	450	256	385	449	326
GWK60_J10769	389	317	104	179	248	137	113	93	144	144	121	94	84	61	78	116	102	165	187	166
GWK60_J10791	493	441	161	137	163	128	228	101	205	187	134	104	149	99	171	215	112	202	256	160
GWK60_J10813	441	423	303	267	370	290	624	229	429	397	322	223	286	204	258	329	151	261	201	154
GWK60_J10835	1066	1021	779	796	953	886	1741	583	1158	1004	887	682	829	553	907	1013	549	815	646	466
GWK60_J10857	1562	1278	440	296	238	321	484	186	189	59	52	52	34	27	23	46	128	138	932	722
GWK60_J10879	259	231	179	138	194	157	238	113	168	73	61	44	31	24	32	33	49	63	123	96
GWK60_J10901	1025	893	754	941	992	971	1653	665	1050	823	614	482	540	312	633	619	360	528	506	389
GWK60_J10923	1544	1502	1220	1804	3634	2056	2867	1237	2945	3271	2546	1845	2438	1659	2703	3127	960	1543	738	622
GWK60_J10945	2339	1666	548	422	326	439	631	265	218	85	62	59	34	37	25	39	142	116	1048	880
GWK60_J10967	787	712	1768	1710	2026	1885	3008	1168	1704	1000	912	669	675	486	467	597	259	424	213	177
GWK60_J10989	1633	1487	561	600	725	688	1344	459	1080	1719	1377	1168	1693	1030	1386	1623	735	1129	787	653
GWK60_J11011	30939	25731	3115	1978	1611	2325	3427	1284	1464	1008	868	659	850	749	3027	3623	6936	9286	19960	17154
GWK60_J11033	1362	1137	619	555	341	572	1075	343	345	230	179	107	156	55	120	158	141	187	183	173
GWK60_J11055	1199	1028	475	492	695	618	1083	359	686	530	383	315	324	259	398	435	228	374	657	493
GWK60_J11077	1007	880	127	88	79	104	85	64	45	17	15	15	9	8	12	21	79	78	532	386
GWK60_J11099	730	620	1321	1306	1846	1702	2749	1109	2064	1705	1338	838	1329	770	1022	1143	353	630	233	221
GWK60_J11121	550	518	288	357	331	364	552	245	538	848	679	452	835	487	511	682	279	579	259	201
GWK60_J11143	1501	1271	547	447	493	588	941	359	641	426	340	293	282	208	301	337	242	371	710	590
GWK60_J11165	7	7	12	3	5	10	7	7	4	7	3	2	6	1	3	4	1	5	3	4
GWK60_J11187	38	19	18	18	21	18	10	10	22	13	11	12	12	6	11	8	9	8	10	10
GWK60_J11209	424	398	242	234	282	204	401	153	322	207	205	155	180	99	250	252	132	211	206	186
GWK60_J11231	3343	2930	1683	1722	2271	1896	3230	1230	2342	2016	1580	1289	1659	1043	1650	2052	1184	1940	2216	1724
GWK60_J11253	3585	3701	7817	6208	6022	7907	12628	4470	7733	4342	3775	2352	3145	1797	2729	2749	1317	2233	2673	1987
GWK60_J11275	290	305	474	463	705	642	703	392	655	479	352	191	218	150	202	268	87	184	215	143
GWK60_J11297	1374	1366	1024	945	1212	949	1651	691	1036	1527	1266	867	1155	655	1060	1101	675	874	742	601
GWK60_J11319	320	357	606	650	1131	710	1212	411	825	830	601	492	567	378	516	610	281	421	251	155
GWK60_J11341	133	184	8669	7111	33269	10313	9486	5514	9058	4796	3654	3346	2236	2720	288	461	20	49	12	9
GWK60_J11363	318	290	251	240	344	231	329	147	370	329	280	230	291	166	303	307	178	267	169	135
GWK60_J11385	734	657	433	428	409	424	826	291	529	366	315	269	369	232	356	426	260	424	390	346
GWK60_J11407	0	2	2	2	3	1	10	4	8	3	3	4	2	3	2	4	0	1	0	1
GWK60_J11429	531	451	704	231	433	330	835	286	703	612	531	384	756	478	509	591	274	448	337	264
GWK60_J11451	1151	958	650	381	560	529	1067	339	763	624	491	384	640	387	499	576	338	532	622	481
GWK60_J11473	3108	2847	2198	2240	2238	2493	3614	1229	1799	1916	1491	1032	1478	810	1565	1801	1130	2291	1073	853
GWK60_J11495	487	460	791	848	1226	1002	1756	625	1148	975	836	628	861	503	794	842	290	488	251	171
GWK60_J11517	661	638	489	411	569	513	986	351	655	620	469	355	479	317	557	603	340	495	433	352
GWK60_J11539	5709	4112	876	725	677	780	1917	675	1558	1267	905	848	1283	847	1998	2154	1468	2237	2441	2262
GWK60_J11561	2949	3122	8196	8533	11233	11614	23849	8086	15019	10176	8251	6121	7879	4922	5040	5137	1712	2522	2398	1526
GWK60_J11583	526	513	300	208	153	184	373	123	151	65	50	45	34	20	27	46	46	65	350	265
GWK60_J11605	477	402	431	426	491	400	821	291	526	377	321	251	294	151	295	296	146	216	156	122
GWK60_J11627	1096	1037	1180	942	2365	1124	1919	806	1865	1535	1274	979	1356	948	1167	1368	450	711	546	397
GWK60_J11649	1752	1722	456	517	612	606	1230	411	1053	1950	1554	1221	1904	1228	1667	1907	807	1231	879	758
GWK60_J11671	1597	1588	1614	1565	2202	1751	3601	1158	2438	2129	1641	1291	1871	1161	2001	2207	914	1384	1106	832
GWK60_J11693	0	5	9	18	23	17	11	5	7	9	9	3	4	2	3	6	3	3	5	4
GWK60_J11715	4	1	4	3	5	1	5	0	2	1	4	5	5	6	3	5	1	2	2	0
GWK60_J11737	51	72	162	164	132	151	304	92	125	54	51	46	65	22	55	46	27	33	25	19
GWK60_J11759	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_K00011	4	7	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	2	1	2
GWK60_K00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_K00055	1	3	12	8	10	16	23	6	12	8	4	5	7	4	3	7	1	1	0	0
GWK60_K00077	178	221	1247	1268	2592	1969	2758	1228	2459	1921	1632	1214	1570	1115	982	1206	206	329	147	106
GWK60_K00099	464	576	782	753	981	771	1419	495	803	621	487	387	479	293	490	510	269	394	355	213
GWK60_K00121	858	880	723	690	986	838	1502	564	1188	1066	911	665	988	588	1020	1213	532	825	499	418
GWK60_K00143	2331	2211	1285	1096	1404	1188	2269	830	1479	1251	928	760	1042	706	1394	1584	1014	1505	1548	1241
GWK60_K00165	3489	3749	4261	4259	6380	5154	8467	3376	7028	6229	4803	3863	5215	3572	5246	6327	3549	5825	2091	1834
GWK60_K00187	195	179	581	487	920	545	1118	407	865	645	502	402	534	332	407	450	101	133	57	49
GWK60_K00209	73	62	414	372	622	446	676	245	409	205	148	129	116	88	96	99	51	88	74	56
GWK60_K00231	307	328	373	366	409	372	836	263	478	328	299	161	283	159	269	275	163	227	209	119
GWK60_K00253	1955	1732	1294	1361	1949	1610	3113	1007	1920	1771	1437	1130	1415	905	1538	1709	868	1457	1103	832
GWK60_K00275	1499	1375	527	428	507	503	903	329	528	392	287	230	283	189	332	383	354	539	876	650
GWK60_K00297	425	403	375	365	413	346	682	275	465	341	281	232	253	156	284	324	163	261	245	183
GWK60_K00319	1281	1051	378	339	339	409	735	281	404	298	227	194	177	124	212	232	240	320	657	567
GWK60_K00341	2039	1817	1279	1199	1749	1553	2439	930	1796	1602	1226	950	1394	880	1228	1514	730	1175	1170	950
GWK60_K00363	744	713	1157	1061	1285	1242	2210	768	1473	1323	1063	709	1136	644	968	1069	452	683	437	321
GWK60_K00385	881	913	819	755	927	871	1799	655	1155	999	879	554	871	573	851	949	467	657	578	502
GWK60_K00407	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GWK60_K00429	1008	1181	551	519	847	631	973	396	623	924	752	513	840	521	853	1028	544	1011	1273	825
GWK60_K00451	277	266	112	179	320	170	191	90	200	263	173	143	159	110	151	198	164	262	276	216
GWK60_K00473	790	640	197	235	201	184	340	147	248	224	166	141	213	136	257	303	231	401	472	366
GWK60_K00495	1047	1001	517	546	617	550	1245	407	876	963	787	667	904	525	1010	1019	477	748	553	472
GWK60_K00517	2073	1625	54	36	29	34	50	25	19	12	7	10	13	13	62	102	227	289	1043	909
GWK60_K00539	548	542	314	391	581	340	460	209	428	380	309	282	227	188	405	468	316	472	354	310
GWK60_K00561	859	540	311	355	450	374	622	283	442	256	194	193	179	168	217	317	169	345	148	200
GWK60_K00583	686	683	230	249	346	343	621	273	487	449	389	298	343	214	419	503	244	368	368	241
GWK60_K00605	2809	2285	589	508	437	566	819	333	362	157	125	106	84	63	119	159	485	661	1466	1249
GWK60_K00627	801	942	500	409	494	611	208	339	298	121	97	22	25	18	20	60	108	338	790	605
GWK60_K00649	5054	4826	5125	6436	11959	8246	13391	5498	10770	9767	7156	5658	7419	5118	8427	9139	3730	7476	2354	1827
GWK60_K00671	1033	850	255	314	354	307	342	161	265	227	162	127	130	97	262	338	254	508	645	514
GWK60_K00693	2063	1848	1584	1520	2233	1825	3048	1195	2271	2021	1615	1328	1665	1127	1899	2221	918	1721	1122	978
GWK60_K00715	125	122	294	333	452	363	813	276	467	356	290	205	318	191	283	252	70	129	54	46
GWK60_K00737	357	401	1377	1511	2649	1757	3314	1253	2449	2129	1712	1384	1936	1188	1717	1829	487	753	210	147
GWK60_K00759	1386	1376	1630	1694	1865	1770	3198	1175	2300	2097	1729	1220	1495	1061	1621	2214	782	1442	716	509
GWK60_K00781	220	226	143	145	174	166	254	69	150	101	91	65	85	65	69	77	78	94	149	108
GWK60_K00803	2349	2032	952	849	870	980	1542	575	730	475	385	256	311	193	305	371	396	518	1401	1063
GWK60_K00825	695	743	702	729	915	921	1344	552	1006	820	585	493	572	362	511	622	324	559	447	315
GWK60_K00847	890	808	483	582	579	591	1026	363	662	604	538	408	507	330	597	758	378	611	594	457
GWK60_K00869	1117	1014	391	398	467	456	950	299	761	1208	981	793	1237	713	1092	1154	501	786	496	434
GWK60_K00891	1510	1248	773	586	750	732	1105	459	680	562	404	307	401	264	358	454	308	491	995	713
GWK60_K00913	1745	1422	408	418	522	503	847	286	646	935	727	624	887	606	924	1063	566	896	913	821
GWK60_K00935	1093	907	469	478	615	538	884	325	435	309	225	171	177	117	178	203	168	222	516	463
GWK60_K00957	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GWK60_K00979	1612	1650	2714	3250	5497	3948	7215	2671	5341	4898	3776	2772	3790	2408	3073	3536	1111	1874	815	627
GWK60_K01001	927	929	1344	1391	1479	1331	2098	715	859	270	214	131	87	43	53	43	44	65	378	236
GWK60_K01023	474	531	762	778	1500	991	822	641	1056	1000	759	361	587	306	395	554	228	574	423	308
GWK60_K01045	260	253	510	626	1264	827	1063	509	969	851	570	390	501	309	415	519	139	318	142	80
GWK60_K01067	714	601	1396	1582	2223	1751	2580	939	1798	1254	1043	731	965	644	675	782	242	466	214	176
GWK60_K01089	968	978	412	419	552	495	898	334	839	1300	1061	743	1285	762	1082	1188	517	869	488	409
GWK60_K01111	237	206	126	126	196	150	301	117	184	138	114	90	83	65	124	139	91	128	146	96
GWK60_K01133	410	360	251	255	310	275	487	175	384	311	242	189	238	139	221	233	131	207	219	127
GWK60_K01155	803	809	1052	1088	1507	1336	1913	830	1500	1301	988	572	896	501	683	865	373	654	551	385
GWK60_K01177	1147	961	851	869	1173	1043	1517	577	1045	909	702	516	644	361	628	707	382	622	597	408
GWK60_K01199	827	827	1931	2059	3986	2436	4545	1714	3098	2537	1801	1535	1953	1190	1585	1644	456	815	323	208
GWK60_K01221	664	693	310	320	371	360	749	225	549	801	625	466	870	459	767	757	329	564	328	308
GWK60_K01243	456	447	301	314	253	301	605	219	329	330	241	184	256	148	275	257	198	308	239	164
GWK60_K01265	500	486	296	280	321	346	606	230	451	473	347	256	409	278	397	449	192	331	236	233
GWK60_K01287	251	288	125	112	126	142	210	88	132	79	59	52	54	39	62	61	56	86	156	122
GWK60_K01309	1205	1019	378	335	386	402	490	221	468	402	299	224	266	173	309	364	256	433	617	428
GWK60_K01331	106	111	64	79	105	93	110	63	109	67	86	56	75	59	57	61	35	53	64	44
GWK60_K01353	360	319	486	451	716	711	1023	522	967	650	515	410	403	336	274	339	145	243	224	195
GWK60_K01375	444	565	221	232	354	247	150	128	165	277	225	96	161	86	134	235	152	373	538	398
GWK60_K01397	2363	1877	315	274	276	285	327	133	134	63	54	46	46	32	52	66	209	267	1485	1133
GWK60_K01419	407	354	274	231	285	244	420	141	252	166	154	110	114	81	79	123	71	128	225	168
GWK60_K01441	2898	2693	2705	3077	4438	3572	7302	2453	5094	5126	4075	3111	4658	2799	4021	4274	1577	2430	1363	1033
GWK60_K01463	361	285	317	216	363	322	527	240	497	354	299	216	298	210	260	322	179	275	216	164
GWK60_K01485	569	609	1118	1218	1424	1273	2610	904	1580	1276	1036	769	981	545	709	731	246	385	166	160
GWK60_K01507	1028	1114	1163	1087	1218	1293	1949	780	1310	1063	840	671	864	575	888	1021	570	1098	862	692
GWK60_K01529	3291	2898	8154	6790	5791	7342	12579	4421	6440	4585	3651	2182	3378	1987	3112	3132	1541	2611	1253	957
GWK60_K01551	582	540	2110	2113	2500	2210	4584	1432	2527	1844	1530	1006	1224	727	1027	973	377	601	375	299
GWK60_K01573	990	985	1828	1923	3077	2357	3689	1312	2503	2001	1662	1131	1585	1043	1447	1737	753	1415	380	425
GWK60_K01595	1471	1751	5208	5478	9082	7536	6815	4171	7938	6754	5421	2937	4385	3154	2353	3802	869	1915	811	580
GWK60_K01617	71	92	825	806	515	874	1771	488	777	404	310	237	220	162	206	192	91	185	202	159
GWK60_K01639	1336	1323	363	606	727	481	600	303	593	577	462	461	296	224	606	717	539	849	896	763
GWK60_K01661	354	357	163	194	268	204	200	94	205	160	133	93	94	74	134	175	132	250	239	161
GWK60_K01683	3102	3013	2792	3159	5470	3698	6647	2633	5573	4942	4003	3005	4162	2789	3641	4200	1421	2358	1556	1365
GWK60_K01705	8142	6250	1494	1114	913	1214	1192	560	487	156	132	108	69	48	119	131	617	777	4264	3359
GWK60_K01727	319	281	448	405	559	618	960	358	600	441	344	251	293	205	264	249	119	218	172	111
GWK60_K01749	97	127	161	148	254	193	207	108	288	279	195	116	186	134	113	169	63	168	74	42
GWK60_K01771	2352	2447	3178	3860	7625	4480	6908	3103	6047	4947	4066	2923	3956	2713	2979	3783	1123	2005	1445	1088
GWK60_K01793	484	457	680	544	806	703	1237	424	693	518	424	332	504	290	446	424	178	330	289	216
GWK60_K01815	651	493	509	585	1401	763	600	741	688	432	337	270	211	122	120	185	68	117	354	240
GWK60_K01837	3901	3129	838	843	879	781	954	421	422	187	118	101	76	64	113	115	306	319	1950	1568
GWK60_K01859	257	262	213	269	387	227	273	147	251	217	164	113	121	103	129	177	97	172	141	133
GWK60_K01881	741	754	543	627	1058	738	1421	534	937	723	624	484	589	385	593	763	332	572	367	274
GWK60_K01903	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_K01925	5021	4304	3211	3070	4770	3729	6437	2408	4743	4425	3535	2830	3959	2578	3768	4509	1811	2909	2391	2002
GWK60_K01947	281	272	421	373	356	481	816	288	444	320	256	176	250	158	228	268	156	262	196	163
GWK60_K01969	23974	21412	2817	2052	1681	2682	4069	1437	1898	1709	1373	1213	1522	1013	5535	5855	5914	9232	16808	14064
GWK60_K01991	1934	1701	2782	2429	2262	2794	6678	2164	3878	2471	1960	1366	1903	1003	1452	1375	501	653	482	326
GWK60_K02013	306	303	433	372	473	490	805	304	499	366	263	201	292	192	233	302	162	233	203	167
GWK60_K02035	180	172	237	217	274	241	492	177	258	207	162	116	144	85	151	143	79	123	118	89
GWK60_K02057	1410	1301	274	232	178	202	258	129	148	46	57	44	23	26	20	26	96	95	845	607
GWK60_K02079	2729	2145	518	405	317	438	563	225	228	79	74	52	44	22	45	50	164	179	1227	981
GWK60_K02101	2971	2607	3167	3115	5166	3767	5383	2344	4391	3628	2868	1969	2775	1924	2196	3052	1067	2056	1460	1184
GWK60_K02123	720	703	867	587	758	755	1207	649	942	1081	932	645	687	531	618	725	302	484	328	253
GWK60_K02145	616	601	766	698	1067	851	1533	545	1088	897	808	549	764	507	767	775	312	472	371	283
GWK60_K02167	387	411	501	521	974	681	497	370	569	515	381	194	345	274	270	395	134	333	284	206
GWK60_K02189	655	645	763	647	799	783	1267	458	952	639	554	447	555	377	608	678	358	547	507	329
GWK60_K02211	545	375	919	782	975	899	1661	623	999	657	542	409	493	329	438	422	203	314	232	195
GWK60_K02233	1486	1142	423	354	331	356	539	223	290	180	135	105	99	62	86	105	150	184	732	587
GWK60_K02255	2529	2258	1439	1565	1594	1609	2896	921	2097	2299	1750	1396	2136	1224	1804	1700	614	940	817	780
GWK60_K02277	984	947	389	390	523	388	668	252	508	527	422	318	399	293	394	475	356	495	580	415
GWK60_K02299	591	618	236	320	363	232	288	157	291	190	158	123	90	67	137	174	207	248	410	344
GWK60_K02321	1179	1236	794	934	877	826	1040	425	591	486	367	313	289	174	493	578	510	778	1125	812
GWK60_K02343	3080	2635	880	694	762	753	1025	496	635	543	385	270	282	196	352	417	419	695	1609	1261
GWK60_K02365	107	99	260	258	470	305	496	195	327	207	176	121	181	128	140	177	43	75	52	42
GWK60_K02387	3481	2761	1215	938	872	1133	1247	534	623	389	323	257	227	148	356	434	615	831	2330	1755
GWK60_K02409	263	278	501	419	549	446	910	323	662	443	396	278	404	233	314	338	110	194	115	90
GWK60_K02431	219	264	687	678	1002	774	1409	499	936	709	588	454	464	300	357	455	150	277	128	98
GWK60_K02453	0	0	9	6	19	11	8	2	5	2	3	1	2	0	0	0	0	0	0	0
GWK60_K02475	6	5	3	12	10	17	16	4	5	8	7	2	4	5	6	6	6	4	5	4
GWK60_K02497	129	143	341	404	1353	569	825	443	1268	839	630	553	675	473	377	426	77	131	104	65
GWK60_K02519	377	343	671	619	472	712	1477	462	796	578	460	353	408	229	387	435	230	374	307	271
GWK60_K02541	1780	1550	1251	940	1102	1176	2030	707	1294	1039	846	593	893	532	804	921	535	789	952	645
GWK60_K02563	11	12	7	18	26	20	14	9	15	10	6	7	4	3	17	9	8	9	7	7
GWK60_K02585	1337	1317	349	364	489	483	890	316	804	1068	915	743	1073	686	968	1111	483	808	610	552
GWK60_K02607	1576	1770	885	837	1112	834	1688	634	1440	1324	1037	873	1150	761	1459	1607	930	1285	1685	1222
GWK60_K02629	739	741	979	972	1433	1099	1770	651	1339	1059	817	597	834	555	892	1095	464	793	410	306
GWK60_K02651	968	1054	1042	1120	1823	1329	2669	920	2054	1816	1545	1192	1714	1046	1775	1927	668	1081	548	436
GWK60_K02673	400	378	538	567	828	729	1514	502	1057	1160	927	768	1078	678	781	917	287	464	213	128
GWK60_K02695	632	736	1188	1067	1814	1177	2437	860	1623	1281	999	749	1078	711	1026	1146	355	600	327	280
GWK60_K02717	1398	1413	1751	1869	3110	2289	4071	1643	3045	2742	2176	1675	2375	1515	2258	2419	795	1194	700	571
GWK60_K02739	3089	2626	3866	3788	5130	4272	7019	2573	4724	4079	3002	2134	3396	1825	2263	1975	676	1126	942	712
GWK60_K02761	492	491	351	352	497	432	674	261	462	373	310	242	324	206	302	339	96	173	164	123
GWK60_K02783	1818	1557	673	580	481	580	999	359	503	301	241	219	212	139	329	272	381	435	1232	867
GWK60_K02805	1280	1150	817	750	963	790	1432	486	913	921	715	612	932	535	992	1204	748	1229	613	465
GWK60_K02827	363	406	306	322	298	273	538	183	316	304	234	185	254	151	349	398	264	397	163	114
GWK60_K02849	204	183	254	188	284	269	417	159	372	258	229	178	276	167	253	305	130	181	105	87
GWK60_K02871	1221	1207	667	703	989	825	1755	616	1201	1159	831	643	972	596	1160	1150	559	896	656	594
GWK60_K02893	1180	1100	1168	1133	2062	1153	2120	908	1683	1401	1028	821	980	664	1177	1205	448	818	586	456
GWK60_K02915	889	906	1380	1255	2071	1488	2441	912	1251	1198	923	591	712	498	640	667	242	357	139	102
GWK60_K02937	413	390	203	202	385	251	368	156	263	179	148	123	142	131	190	184	116	158	513	335
GWK60_K02959	224	197	121	171	245	204	410	117	280	317	283	223	320	212	247	326	106	146	149	114
