Geneid	S38.fastq.gz	S37.fastq.gz	S35.fastq.gz	S32.fastq.gz	S31.fastq.gz	S29.fastq.gz	S26.fastq.gz	S25.fastq.gz	S23.fastq.gz	S20prime.fastq.gz	S20.fastq.gz	S19.fastq.gz	S16.fastq.gz	S15.fastq.gz	S12.fastq.gz	S11.fastq.gz	S8.fastq.gz	S7.fastq.gz	S4.fastq.gz	S3.fastq.gz
GWK60_K02981	18316	15760	1072	595	518	727	872	401	464	217	199	201	243	211	1672	2071	3759	5687	12857	12146
GWK60_K03003	579	217	100	77	94	90	133	59	85	47	56	35	55	33	70	93	52	89	130	129
GWK60_K03025	507	521	166	170	225	193	394	155	265	256	194	153	198	131	282	278	194	274	337	262
GWK60_K03047	62	50	224	271	380	305	579	176	289	241	185	134	195	112	164	155	52	101	39	22
GWK60_K03069	336	310	431	407	586	531	830	315	628	484	377	296	395	291	437	390	185	313	196	131
GWK60_K03091	714	688	621	670	955	796	1334	466	926	1026	802	649	856	545	806	911	344	551	357	286
GWK60_K03113	1428	1296	2546	2357	3913	2870	4768	1723	3510	3589	3078	2360	3284	2134	2552	3072	1033	1655	1129	835
GWK60_K03135	2450	2505	2411	2674	4753	3243	5920	2279	4872	4895	3697	2906	4227	2816	3819	4239	1486	2466	1352	1064
GWK60_K03157	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GWK60_K03179	261	283	484	476	628	538	960	376	702	539	440	343	403	311	372	476	221	367	178	144
GWK60_K03201	1	1	4	8	8	11	10	4	11	4	1	1	3	1	2	7	0	3	2	0
GWK60_K03223	1029	911	2075	2196	3355	2694	4431	1567	2951	2127	1859	1359	1794	1278	1656	1983	612	1047	455	383
GWK60_K03245	1079	1008	1474	1456	2181	1596	2554	998	1833	1589	1178	855	1181	760	1114	1338	571	956	641	484
GWK60_K03267	445	623	5675	6388	13666	9486	12778	6362	12278	9125	6993	4314	6340	4510	2947	3839	305	571	94	48
GWK60_K03289	598	699	1082	1058	1983	1421	1417	628	1208	1118	845	519	820	493	702	931	337	745	440	353
GWK60_K03311	468	546	2120	2413	6274	2909	3910	1445	2676	2256	1799	1097	1632	868	1172	1156	238	448	97	74
GWK60_K03333	6093	5088	3273	2434	3091	3120	3762	1921	2827	2362	1900	1420	1505	1067	1977	2556	1689	2932	4368	3173
GWK60_K03355	1296	1488	1957	1912	3152	2419	2874	1459	2766	2288	1990	1204	1911	1342	1289	1899	568	1279	747	568
GWK60_K03377	1478	1573	1158	1058	1798	1353	2380	879	1690	1892	1620	1318	1846	1259	1824	2295	1173	2222	1206	928
GWK60_K03399	140	123	80	99	128	105	149	66	120	109	86	67	95	60	119	111	76	117	73	52
GWK60_K03421	651	524	606	596	548	534	1140	340	660	648	519	374	569	334	646	727	440	820	632	531
GWK60_K03443	145	185	618	716	1635	948	1406	615	1197	978	785	622	806	482	564	729	153	278	75	53
GWK60_K03465	690	766	543	552	911	694	1287	480	910	788	641	509	614	430	759	821	340	506	420	313
GWK60_K03487	262	271	356	251	347	273	778	215	412	382	348	211	319	164	354	379	154	246	151	107
GWK60_K03509	754	747	1225	1145	1883	1549	2537	996	1901	1597	1256	940	1142	800	1032	1112	420	634	342	258
GWK60_K03531	4197	4686	1708	1835	3916	2256	1564	1462	3292	4853	3013	1558	2943	2266	1861	3448	1004	2540	2371	1838
GWK60_K03553	274	233	222	166	328	211	307	136	260	235	194	154	260	165	277	241	169	246	250	201
GWK60_K03575	553	523	676	452	796	542	1006	364	811	789	677	497	815	499	686	816	389	621	420	322
GWK60_K03597	2320	1928	1352	1162	1462	1303	2338	804	1584	1414	1155	911	1261	777	1165	1404	813	1188	1180	1004
GWK60_K03619	453	430	547	484	555	501	952	350	623	409	356	231	330	233	320	377	199	298	239	184
GWK60_K03641	524	525	519	493	564	499	841	289	530	352	261	195	249	111	241	257	157	242	310	267
GWK60_K03663	1543	1128	280	258	229	296	422	189	185	100	101	81	51	38	47	62	158	145	812	636
GWK60_K03685	1207	1079	897	802	891	850	1542	597	1067	748	609	486	611	385	623	672	450	604	711	549
GWK60_K03707	225	200	285	254	347	309	614	239	403	416	295	251	346	207	305	345	131	235	111	98
GWK60_K03729	2718	2228	953	727	749	786	1166	434	580	319	299	168	227	140	218	250	323	361	1613	1306
GWK60_K03751	50	61	55	38	63	47	101	37	61	33	30	18	26	23	25	37	21	31	40	37
GWK60_K03773	3	3	8	8	7	8	13	6	15	4	3	7	6	2	3	4	2	1	1	0
GWK60_K03795	1091	880	668	593	684	670	1297	500	788	607	503	333	468	263	509	508	299	535	515	341
GWK60_K03817	436	450	684	527	842	753	1404	520	978	832	645	526	700	460	668	681	326	507	240	205
GWK60_K03839	740	710	467	426	534	459	918	331	650	519	367	302	394	277	463	527	273	430	334	248
GWK60_K03861	278	234	178	218	227	181	316	122	224	138	125	75	109	68	112	110	77	113	128	85
GWK60_K03883	387	385	251	255	351	255	412	160	352	347	270	206	256	188	325	384	131	298	168	136
GWK60_K03905	2764	2441	3096	3400	4937	3068	4279	1488	2669	1934	1613	1204	1324	956	1352	1753	553	910	484	413
GWK60_K03927	857	686	497	556	693	593	1157	401	768	783	687	506	682	436	744	774	324	531	378	287
GWK60_K03949	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_K03971	981	917	488	531	704	605	1089	380	657	667	467	398	493	337	687	796	381	633	657	452
GWK60_K03993	2299	2127	2467	3134	5737	3724	7699	2655	5329	5439	4253	3088	5397	3094	5086	4859	1741	2957	1318	1068
GWK60_K04015	1017	1087	562	561	1157	669	801	351	645	973	732	552	898	540	1127	1311	636	1229	1089	650
GWK60_K04037	838	756	643	742	827	698	1100	394	639	590	458	349	428	264	476	561	231	395	196	125
GWK60_K04059	140	108	69	55	49	74	178	69	125	263	217	158	179	105	135	140	90	124	70	68
GWK60_K04081	277	245	135	153	179	167	317	133	219	247	190	143	155	110	127	126	107	153	201	165
GWK60_K04103	3001	2975	12891	11555	19485	14271	22806	9133	13721	9571	7377	6170	7402	4823	5843	5997	1741	2720	1152	883
GWK60_K04125	167	101	145	107	106	107	201	65	137	74	72	45	67	41	46	59	14	34	5	8
GWK60_K04147	891	1037	2092	2340	3126	2195	4885	1757	3309	3344	2352	1929	2829	1694	2148	2273	742	1176	654	352
GWK60_K04169	131	135	950	711	1212	993	1144	532	845	436	423	362	398	314	284	332	37	67	13	8
GWK60_K04191	165	159	496	561	812	622	946	401	817	744	557	476	597	353	458	503	137	227	81	56
GWK60_K04213	2591	2210	1120	955	976	1116	1749	604	1069	844	694	504	619	457	821	1079	706	1029	1294	1160
GWK60_K04235	5100	3630	801	706	924	909	1899	735	1672	1374	1127	910	1137	895	1544	1754	658	984	666	560
GWK60_K04257	933	899	597	539	640	638	981	417	773	555	438	347	467	331	412	616	362	575	630	511
GWK60_K04279	215	254	401	421	411	431	726	241	402	402	294	209	335	217	367	439	231	409	178	125
GWK60_K04301	670	713	515	498	625	533	867	338	579	433	385	290	357	237	354	427	262	403	508	408
GWK60_K04323	2	2	1	2	2	3	1	0	8	6	5	1	7	4	2	6	1	4	2	0
GWK60_K04345	5324	3954	6067	4264	3415	4268	5047	2352	2455	1078	876	682	506	408	700	869	894	1327	3123	2670
GWK60_K04367	3155	2650	16551	13907	14877	17071	27997	8977	11629	7384	5894	4207	5176	3062	4050	4682	2125	3541	1635	1312
GWK60_K04389	393	405	315	333	413	444	739	236	466	505	390	262	406	266	363	433	188	340	174	112
GWK60_K04411	664	577	372	359	526	449	797	256	484	450	322	254	373	214	541	481	277	475	392	301
GWK60_K04433	101	85	153	195	282	164	286	93	233	201	146	121	162	125	160	168	74	104	73	43
GWK60_K04455	5234	4510	283	169	206	184	334	105	169	90	89	79	149	132	792	863	710	993	2385	2005
GWK60_K04477	771	631	486	402	446	425	880	319	562	431	363	293	343	190	358	412	233	366	504	443
GWK60_K04499	186	146	455	366	1290	515	517	312	506	304	282	268	315	285	288	394	60	135	44	34
GWK60_K04521	276	264	169	161	245	165	225	84	157	200	145	106	181	113	206	285	161	286	287	176
GWK60_K04543	15	13	6	4	0	5	11	1	10	8	8	8	4	3	9	11	3	6	2	4
GWK60_K04565	46	38	61	38	62	83	106	44	92	66	55	42	54	41	30	43	25	24	16	20
GWK60_K04587	312	314	1428	1637	2163	2110	3376	1253	2528	1729	1249	832	1130	614	618	646	153	344	149	92
GWK60_K04609	24825	18559	5475	4132	2820	4822	7198	3262	3920	3174	2444	1962	1885	1213	2424	3073	3866	5785	11026	9770
GWK60_K04631	123	120	512	438	826	519	846	296	410	302	240	161	196	117	164	164	62	110	66	43
GWK60_K04653	804	811	1145	1092	1631	1323	2453	874	1666	1279	1035	778	1076	650	905	1115	430	647	451	349
GWK60_K04675	168	173	104	109	124	120	240	86	172	139	102	80	127	71	113	135	72	113	69	77
GWK60_K04697	267	311	609	558	823	620	1313	502	890	673	588	443	550	366	547	568	201	306	184	136
GWK60_K04719	293	231	520	421	505	518	928	314	675	429	413	297	398	229	280	325	151	198	126	98
GWK60_K04741	663	634	1077	1001	1415	1131	1948	711	1222	1020	805	580	805	513	807	832	335	601	361	288
GWK60_K04763	672	634	648	551	667	578	1131	448	736	551	476	320	467	318	490	572	309	396	420	299
GWK60_K04785	942	908	1319	1258	1545	1348	2579	958	1795	1502	1232	907	1277	722	890	951	307	512	311	233
GWK60_K04807	522	504	298	262	387	322	592	214	440	518	381	293	471	295	514	512	200	329	301	187
GWK60_K04829	237	248	257	241	211	240	403	139	212	112	97	67	99	70	81	82	63	79	138	97
GWK60_K04851	1284	1152	1818	1723	1929	2008	3613	1207	1930	1366	1023	837	949	561	918	915	521	809	628	469
GWK60_K04873	2507	2479	4039	3647	4217	4158	7553	2640	3827	2906	2204	1620	2098	1361	1819	2240	1035	1577	1284	1173
GWK60_K04895	820	699	388	356	360	443	708	252	397	244	215	149	198	123	202	295	197	306	478	365
GWK60_K04917	451	455	357	350	476	416	763	269	546	488	318	226	335	224	415	462	227	404	265	215
GWK60_K04939	2570	2407	2507	2697	3472	3163	5618	2158	4017	4661	3685	2710	3841	2359	2900	3208	1248	2188	800	701
GWK60_K04961	436	405	323	319	466	314	424	207	364	310	210	141	230	159	196	270	123	177	252	173
GWK60_K04983	462	482	1847	1898	3277	2396	3618	1332	2406	1716	1378	959	1366	839	970	1061	229	341	214	167
GWK60_K05005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWK60_K05027	2901	2824	1848	2259	4013	2567	4934	1844	4166	4042	2819	2280	3050	2180	3215	3560	1473	2482	1683	1228
GWK60_K05049	1354	1232	1391	1449	1738	1626	2946	1024	1942	1716	1307	1007	1508	925	1467	1685	706	1087	792	599
GWK60_K05071	33	32	174	114	596	188	164	132	267	208	130	115	177	137	85	156	6	26	8	5
GWK60_K05093	235	235	229	217	313	251	426	161	356	239	196	164	190	112	197	201	112	147	172	118
GWK60_K05115	1092	1011	1630	1375	1745	1745	3011	1038	2034	1371	1192	949	1187	752	914	1044	401	598	567	428
GWK60_K05137	5267	4587	1703	1597	1724	1678	2801	1051	1607	1259	905	771	749	554	1426	1661	1356	2135	3409	2487
GWK60_K05159	1838	1604	964	837	1395	932	1403	600	1315	1099	974	750	975	706	1130	1383	694	1123	1191	965
GWK60_K05181	20522	11750	14955	12698	19161	13924	25343	9186	14004	11674	9022	6746	7440	5048	6380	7847	2542	3744	7731	5527
GWK60_K05203	2064	1976	2308	2507	3650	2928	4956	1791	3662	3174	2414	1943	2625	1728	2280	2758	898	1554	1046	765
GWK60_K05225	3674	3325	3088	2377	3810	2484	5636	1760	2365	1446	1285	778	840	521	467	500	342	515	1178	963
GWK60_K05247	719	645	697	803	1173	927	1829	639	1261	1152	898	615	875	607	932	1034	350	677	364	291
GWK60_K05269	529	513	653	610	879	761	1137	460	854	731	523	408	604	403	569	668	249	430	262	219
GWK60_K05291	618	587	406	310	507	346	638	251	545	389	317	253	393	263	449	520	277	407	333	238
GWK60_K05313	879	839	406	684	908	534	599	331	699	672	481	479	365	288	692	766	535	761	563	505
GWK60_K05335	522	505	557	478	743	580	1330	417	821	658	549	391	560	394	479	585	242	371	293	210
GWK60_K05357	470	463	527	395	493	482	909	272	543	413	339	284	382	238	358	484	247	384	343	246
GWK60_K05379	91	96	99	89	79	72	159	63	79	74	59	30	59	41	60	72	34	51	42	38
GWK60_K05401	1301	1276	569	447	490	446	786	280	475	287	242	180	183	150	210	218	189	279	765	554
GWK60_K05423	389	373	220	291	439	334	534	264	460	373	267	222	230	169	248	251	136	193	218	144
GWK60_K05445	365	314	123	124	144	115	183	73	152	121	96	76	81	61	107	131	74	104	172	156
GWK60_K05467	506	420	767	760	1185	965	1636	666	1274	877	737	576	703	548	601	674	217	328	256	153
GWK60_K05489	446	429	850	660	1215	910	1460	675	1229	1184	918	646	977	606	796	932	335	527	236	198
GWK60_K05511	940	921	1435	1413	1282	1311	2806	895	1345	1101	804	658	903	580	1122	1288	723	1602	518	413
GWK60_K05533	40	40	385	409	1239	566	948	368	773	609	470	446	522	414	203	272	14	13	0	4
GWK60_K05555	1384	1415	807	1068	1448	958	1170	601	1092	863	656	567	533	381	644	776	536	849	895	719
GWK60_K05577	1213	1136	1131	1216	2238	1260	2531	1009	2058	1497	1329	1057	1459	1067	1405	1674	596	1177	776	651
GWK60_K05599	3419	2024	1074	830	967	1108	1892	705	987	536	468	367	374	266	365	390	356	553	1263	1081
GWK60_K05621	468	407	287	322	406	372	652	252	552	673	509	398	685	377	607	677	242	403	180	140
GWK60_K05643	234	255	280	287	358	337	636	263	467	546	402	330	468	284	363	352	169	274	122	144
GWK60_K05665	7649	8257	11999	11905	21085	13979	21821	8003	14962	13752	10655	8444	12715	7391	10498	11332	4291	8097	5336	4012
GWK60_K05687	990	936	482	421	550	463	760	274	501	350	276	192	270	171	321	364	278	423	555	423
GWK60_K05709	638	548	1541	1381	2070	1651	2879	997	1614	1151	912	670	1000	585	859	942	322	543	381	289
GWK60_K05731	839	874	1033	944	913	939	1952	648	1256	1046	804	632	903	547	688	774	388	540	1586	811
GWK60_K05753	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
GWK60_K05775	23	10	0	0	2	1	0	0	2	2	2	1	2	0	7	11	13	28	39	31
GWK60_K05797	7483	7800	3536	4472	5120	4917	8526	3300	7454	12243	9539	7446	11059	7282	10253	14750	8704	18508	4456	3909
GWK60_K05819	870	922	2584	2610	3453	2593	4231	1522	2653	1977	1691	1314	1685	1099	1279	1658	716	1323	1517	1058
GWK60_K05841	931	834	401	424	614	443	954	332	638	611	463	378	518	340	781	841	378	594	546	471
GWK60_K05863	1491	1169	1174	1100	1398	1221	2332	739	964	544	426	393	400	277	886	750	646	965	1174	1035
GWK60_K05885	5	8	9	7	12	6	10	2	7	3	8	3	6	4	1	5	2	3	15	7
GWK60_K05907	8774	7310	725	377	215	414	583	248	228	133	114	114	135	107	1293	1294	2725	3774	6820	6246
GWK60_K05929	203	250	248	258	380	326	605	201	401	362	321	227	339	222	362	381	149	218	143	103
GWK60_K05951	187	169	352	318	746	482	651	264	514	421	341	260	347	276	337	435	75	126	77	67
GWK60_K05973	21637	18898	1582	849	579	1058	1892	620	682	510	394	382	507	422	3569	3544	5674	7162	14546	12396
GWK60_K05995	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
GWK60_K06017	470	498	439	354	496	442	694	283	522	407	363	253	331	201	346	384	207	342	290	229
GWK60_K06039	1712	1589	311	241	178	212	304	115	130	69	63	57	46	33	36	53	154	133	995	731
GWK60_K06061	1122	1142	3892	3548	5525	4347	6703	2654	4297	3359	2696	1877	2519	1557	1922	2201	750	1272	595	409
GWK60_K06083	1611	1216	613	665	659	730	1623	599	921	989	753	696	1037	645	2554	2367	3533	5189	1150	1240
GWK60_K06105	2467	2253	506	634	615	519	824	351	640	489	371	358	333	236	771	1019	905	1393	1653	1371
GWK60_K06127	1320	1186	1849	1647	2058	1926	3677	1175	2108	1543	1294	851	1255	787	1080	1172	633	955	844	696
GWK60_K06149	1618	1491	1579	1231	2034	1534	3155	1264	2751	2331	1768	1497	2166	1395	2298	2400	874	1318	896	714
GWK60_K06171	90	66	35	42	54	44	69	24	58	33	25	30	20	20	31	37	27	51	49	27
GWK60_K06193	416	335	390	306	340	292	635	195	333	208	194	143	201	131	233	316	186	280	218	176
GWK60_K06215	106	104	167	220	921	321	379	191	377	253	196	180	218	164	119	112	18	19	20	13
GWK60_K06237	920	875	289	299	371	328	591	187	434	678	579	462	713	436	716	781	351	596	396	343
GWK60_K06259	1058	1011	737	666	860	764	1433	542	873	814	578	436	604	396	615	654	343	570	622	405
GWK60_K06281	538	459	525	424	649	478	735	269	566	333	266	213	244	170	206	230	101	174	238	180
GWK60_K06303	1130	914	231	224	224	246	330	164	179	97	84	61	73	52	104	87	156	185	623	487
GWK60_K06325	758	692	675	607	902	757	1205	472	853	626	510	379	488	354	488	567	255	412	422	322
GWK60_K06347	449	434	249	253	332	267	473	184	314	240	220	166	205	130	235	272	134	228	246	174
GWK60_K06369	340	358	154	169	212	194	220	119	191	204	142	95	129	83	129	125	95	148	235	175
GWK60_K06391	1248	1171	1351	1612	2837	2028	3049	1224	2565	2207	1823	1401	1830	1118	1315	1649	402	790	519	411
GWK60_K06413	13989	11478	1465	868	639	1015	1597	648	689	400	354	307	375	275	1342	1461	3152	3883	8791	7370
GWK60_K06435	428	455	207	203	232	253	364	146	251	203	164	146	186	125	186	251	180	239	247	188
GWK60_K06457	0	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	3	3	1
GWK60_K06479	274	275	278	196	388	243	327	181	340	262	175	152	156	144	226	244	113	205	154	128
GWK60_K06501	1365	1299	1288	1172	1862	1550	2145	891	1577	1079	977	701	836	636	820	998	454	700	690	545
GWK60_K06523	115	84	163	165	339	166	310	128	292	208	212	148	191	144	234	277	55	130	40	18
GWK60_K06545	1216	1352	2510	2571	5230	3168	4541	1721	3743	3101	2644	2124	2880	1880	2667	3301	896	1458	744	545
GWK60_K06567	326	334	309	319	400	318	531	208	407	271	267	183	202	139	229	255	121	235	197	159
GWK60_K06589	1167	1113	907	876	1099	946	1911	687	1349	1203	898	723	931	676	984	1090	512	805	672	524
GWK60_K06611	308	306	284	304	376	269	533	204	308	196	188	116	169	98	171	138	84	112	183	141
GWK60_K06633	5874	4414	1284	1021	1447	1403	1966	846	1540	1429	1102	951	1235	814	1726	1932	1457	2221	4220	3676
GWK60_K06655	373	190	20	27	38	31	52	29	35	28	47	45	35	38	57	65	39	66	101	85
GWK60_K06677	4809	4365	3507	3625	6508	4729	7926	3118	6549	6593	4762	3863	5368	3369	4561	5383	2001	3237	2252	1824
GWK60_K06699	1500	1610	3416	3078	4139	3886	7481	2556	5082	4116	3133	2216	3111	1863	2422	2901	845	1477	768	545
GWK60_K06721	241	262	398	418	489	492	757	298	483	384	283	226	252	159	218	248	113	140	137	103
GWK60_K06743	734	703	1234	1159	1675	1511	2597	915	1631	1223	1081	715	1043	649	794	916	314	462	454	321
GWK60_K06765	905	685	424	371	308	384	681	239	400	245	183	152	160	84	172	184	205	310	591	441
GWK60_K06787	94	83	84	66	97	72	156	58	98	37	43	44	42	36	55	40	28	35	73	38
GWK60_K06809	916	756	947	995	1160	1174	1988	734	1346	1020	772	641	758	445	713	754	384	564	518	375
GWK60_K06831	285	259	365	358	347	409	666	228	417	288	266	156	186	111	192	208	126	217	186	141
GWK60_K06853	795	500	447	329	356	501	814	323	556	283	274	204	278	180	202	258	119	221	462	357
GWK60_K06875	687	565	820	631	745	807	1340	508	916	663	543	375	505	323	390	411	207	322	368	274
GWK60_K06897	724	662	375	394	457	422	876	266	543	468	375	273	336	228	417	466	257	401	424	275
GWK60_K06919	386	347	662	604	893	791	1262	489	915	640	555	418	505	349	420	544	212	320	205	153
GWK60_K06941	3431	3137	3813	4267	6159	5272	10050	3581	6475	5997	4573	3404	4614	3007	3985	4426	1692	2628	1815	1445
GWK60_K06963	150	140	105	74	84	64	165	51	129	117	80	70	106	84	140	133	68	115	93	66
GWK60_K06985	662	711	503	519	761	678	970	450	1013	860	764	521	792	510	598	828	358	561	430	334
GWK60_K07007	281	298	298	257	381	318	552	207	339	281	227	159	239	139	211	273	150	231	159	119
GWK60_K07029	621	636	616	542	513	556	1003	330	505	284	216	142	139	107	179	208	160	273	365	264
GWK60_K07051	17	8	25	5	27	32	42	90	24	12	14	19	5	3	2	8	6	8	22	28
GWK60_K07073	453	273	125	113	172	179	287	125	217	119	119	99	108	79	116	134	69	88	284	193
GWK60_K07095	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4
GWK60_K07117	675	589	943	753	1035	937	1574	607	1081	768	654	468	650	411	548	607	247	362	260	234
GWK60_K07139	3637	3284	3654	3266	3731	4086	7175	2572	4576	3559	2856	2094	3089	1799	3137	3519	1879	3067	2599	1991
GWK60_K07161	380	417	253	225	324	291	601	207	505	735	561	413	809	451	604	652	214	395	157	150
GWK60_K07183	138	259	4151	2910	4222	4678	10678	4231	9057	6741	5107	3457	5802	2475	1613	916	200	219	210	67
GWK60_K07205	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0
GWK60_K07227	2389	2242	1477	1185	1060	1387	2918	1007	1475	961	808	679	778	477	921	951	764	1066	1690	1285
GWK60_K07249	32950	27436	2305	1311	821	1607	2438	965	913	543	413	446	495	431	3876	4138	7442	9761	20956	17784
GWK60_K07271	2417	1998	810	785	902	845	1501	670	1251	998	803	704	777	534	1241	1271	813	1222	1340	1104
GWK60_K07293	598	457	4812	4384	5639	5554	10768	3597	6026	3981	3189	2254	2723	1514	1785	1735	516	780	222	155
GWK60_K07315	2015	1944	1987	2570	8237	3347	3874	1977	5009	5770	4399	3263	5538	4520	5571	7562	1037	1976	1024	771
GWK60_K07337	3007	2938	12352	11606	16895	11683	15720	5624	8766	6691	5067	3713	4878	3095	3443	4146	1555	2804	834	618
GWK60_K07359	37408	31179	43067	42433	46385	43666	81873	28064	52051	44436	36113	28304	42075	24064	29365	27291	7085	9656	32	15
GWK60_K07381	17	19	7	16	7	15	34	11	25	22	20	11	29	8	33	27	7	23	15	5
GWK60_K07403	577	696	3630	3067	3533	4274	8301	2731	4476	2835	2323	1594	2103	1198	1123	1211	391	512	248	196
GWK60_K07425	508	524	206	220	289	177	335	163	302	272	219	209	260	167	421	486	291	464	448	351
GWK60_K07447	18	7	4	3	5	9	19	15	23	16	10	12	20	10	30	32	9	14	3	3
GWK60_K07469	4901	4235	1005	938	707	888	1297	610	778	559	424	369	317	224	729	905	1142	1592	3289	2579
GWK60_K07491	49	44	417	332	616	394	688	232	501	423	338	290	327	226	190	199	43	66	21	17
GWK60_K07513	884	694	843	725	787	753	1329	464	689	394	300	195	246	161	146	189	187	242	453	365
GWK60_K07535	3	3	8	4	10	4	17	6	7	14	3	6	10	5	3	2	0	3	1	1
GWK60_K07557	1117	1187	1536	1653	3226	2124	3753	1441	2848	2206	1707	1378	1634	1103	1378	1510	537	908	752	543
GWK60_K07579	15	14	9	11	15	21	27	10	24	15	12	13	10	8	10	5	3	10	18	22
GWK60_K07601	1195	1086	1525	1207	2012	1799	2771	983	1484	1196	902	642	780	522	604	818	420	796	717	582
GWK60_K07623	700	569	914	1266	1480	1487	2699	1054	1905	1819	1374	1180	1427	974	1478	1708	566	912	567	463
GWK60_K07645	46042	41894	17997	16082	17686	17692	24632	10652	17405	17315	13165	10146	13790	9287	16719	21253	14703	23408	34975	29184
GWK60_K07667	188	177	173	146	220	158	330	114	209	135	117	70	95	65	81	56	49	74	187	118
GWK60_K07689	396	374	839	642	832	683	1188	422	833	569	494	337	429	239	288	279	74	146	144	118
GWK60_K07711	685	550	387	358	414	379	667	230	398	268	251	208	210	154	214	240	148	261	360	270
GWK60_K07733	382	313	464	422	504	462	841	277	512	420	275	202	247	159	263	272	118	212	139	129
GWK60_K07755	766	704	211	184	222	220	365	136	240	184	146	109	147	93	169	162	198	274	437	313
GWK60_K07777	1101	1264	2651	2547	3309	3261	4972	1791	3133	2492	1874	1329	1941	1213	1740	2014	1009	1621	1433	994
GWK60_K07799	2098	1918	1355	1271	1700	1470	2595	944	1749	1575	1204	920	1289	822	1246	1468	682	1044	1205	976
GWK60_K07821	1106	1004	1244	1157	1556	1431	2852	972	1740	1542	1236	882	1261	793	1046	1272	478	729	624	509
GWK60_K07843	867	900	2179	2293	3807	2714	5224	1987	3769	2819	2367	1775	2215	1368	1611	1763	539	773	448	315
